country,year,sex,age,suicides_no,population,rate,Region
Hungary,1997,female,35-54 years,249,1494699,16.65887246,Europe
Hungary,1997,female,5-14 years,2,614597,0.325416492,Europe
Hungary,1997,female,55-74 years,303,1191288,25.4346556,Europe
Hungary,1997,female,75+ years,199,369640,53.83616492,Europe
Hungary,1997,male,15-24 years,131,818909,15.99689343,Europe
Hungary,1997,male,25-34 years,255,679841,37.50877043,Europe
Hungary,1997,male,35-54 years,1039,1425819,72.8703994,Europe
Hungary,1997,male,5-14 years,5,641303,0.779662656,Europe
Hungary,1997,male,55-74 years,657,876617,74.94721184,Europe
Hungary,1997,male,75+ years,296,182808,161.9185156,Europe
Hungary,1998,female,15-24 years,29,772891,3.752146163,Europe
Hungary,1998,female,25-34 years,54,673296,8.020246667,Europe
Hungary,1998,female,35-54 years,268,1484346,18.05508958,Europe
Hungary,1998,female,5-14 years,0,609542,0,Europe
Hungary,1998,female,55-74 years,241,1190456,20.24434334,Europe
Hungary,1998,female,75+ years,185,384001,48.17695787,Europe
Hungary,1998,male,15-24 years,145,810229,17.89617503,Europe
Hungary,1998,male,25-34 years,275,693639,39.645983,Europe
Hungary,1998,male,35-54 years,1185,1414258,83.78952072,Europe
Hungary,1998,male,5-14 years,5,635890,0.786299517,Europe
Hungary,1998,male,55-74 years,620,876420,70.74233815,Europe
Hungary,1998,male,75+ years,238,189405,125.6566617,Europe
Hungary,1999,female,15-24 years,29,751430,3.859308252,Europe
Hungary,1999,female,25-34 years,51,687362,7.419671149,Europe
Hungary,1999,female,35-54 years,246,1445083,17.02324365,Europe
Hungary,1999,female,5-14 years,1,594331,0.168256409,Europe
Hungary,1999,female,55-74 years,267,1155762,23.10164203,Europe
Hungary,1999,female,75+ years,184,378946,48.5557309,Europe
Hungary,1999,male,15-24 years,150,786244,19.07804702,Europe
Hungary,1999,male,25-34 years,285,714686,39.87765256,Europe
Hungary,1999,male,35-54 years,1138,1384204,82.21331538,Europe
Hungary,1999,male,5-14 years,11,622165,1.768019738,Europe
Hungary,1999,male,55-74 years,662,847199,78.13984672,Europe
Hungary,1999,male,75+ years,302,185652,162.6699416,Europe
Hungary,2000,female,15-24 years,29,721347,4.020256548,Europe
Hungary,2000,female,25-34 years,47,717781,6.547958221,Europe
Hungary,2000,female,35-54 years,256,1433302,17.86085556,Europe
Hungary,2000,female,5-14 years,3,588533,0.50974202,Europe
Hungary,2000,female,55-74 years,272,1153021,23.59020347,Europe
Hungary,2000,female,75+ years,199,387228,51.39091181,Europe
Hungary,2000,male,15-24 years,132,754097,17.50437941,Europe
Hungary,2000,male,25-34 years,302,747288,40.41279935,Europe
Hungary,2000,male,35-54 years,1090,1373290,79.37143648,Europe
Hungary,2000,male,5-14 years,8,616642,1.297349191,Europe
Hungary,2000,male,55-74 years,659,845819,77.91265034,Europe
Hungary,2000,male,75+ years,272,188686,144.1548393,Europe
Hungary,2001,female,15-24 years,31,713068,4.347411467,Europe
Hungary,2001,female,25-34 years,38,742972,5.11459382,Europe
Hungary,2001,female,35-54 years,241,1459506,16.5124364,Europe
Hungary,2001,female,5-14 years,1,582764,0.171596049,Europe
Hungary,2001,female,55-74 years,228,1190022,19.15930966,Europe
Hungary,2001,female,75+ years,157,419870,37.39252626,Europe
Hungary,2001,male,15-24 years,132,745448,17.70747255,Europe
Hungary,2001,male,25-34 years,254,767594,33.09040977,Europe
Hungary,2001,male,35-54 years,1038,1388219,74.77206406,Europe
Hungary,2001,male,5-14 years,3,610320,0.491545419,Europe
Hungary,2001,male,55-74 years,579,879449,65.83667728,Europe
Hungary,2001,male,75+ years,276,205366,134.3942035,Europe
Hungary,2002,female,15-24 years,25,692093,3.612231304,Europe
Hungary,2002,female,25-34 years,41,761375,5.384994254,Europe
Hungary,2002,female,35-54 years,248,1453102,17.0669368,Europe
Hungary,2002,female,5-14 years,3,570215,0.526117342,Europe
Hungary,2002,female,55-74 years,181,1190173,15.20787314,Europe
Hungary,2002,female,75+ years,149,430724,34.59291797,Europe
Hungary,2002,male,15-24 years,123,722619,17.02141793,Europe
Hungary,2002,male,25-34 years,232,787190,29.4719191,Europe
Hungary,2002,male,35-54 years,997,1382754,72.10248533,Europe
Hungary,2002,male,5-14 years,4,598250,0.668616799,Europe
Hungary,2002,male,55-74 years,582,881937,65.99110821,Europe
Hungary,2002,male,75+ years,254,209732,121.1069365,Europe
Hungary,2003,female,15-24 years,23,672145,3.421880695,Europe
Hungary,2003,female,25-34 years,33,772722,4.270617376,Europe
Hungary,2003,female,35-54 years,211,1446346,14.58848713,Europe
Hungary,2003,female,5-14 years,0,557602,0,Europe
Hungary,2003,female,55-74 years,214,1196595,17.88407941,Europe
Hungary,2003,female,75+ years,159,440470,36.09780462,Europe
Hungary,2003,male,15-24 years,101,701620,14.39525669,Europe
Hungary,2003,male,25-34 years,231,799322,28.89949232,Europe
Hungary,2003,male,35-54 years,939,1377798,68.15222551,Europe
Hungary,2003,male,5-14 years,8,585286,1.366853128,Europe
Hungary,2003,male,55-74 years,645,888834,72.56698101,Europe
Hungary,2003,male,75+ years,236,213793,110.3871502,Europe
Hungary,2004,female,15-24 years,21,655267,3.204800486,Europe
Hungary,2004,female,25-34 years,45,781012,5.761755261,Europe
Hungary,2004,female,35-54 years,243,1440339,16.87102828,Europe
Hungary,2004,female,5-14 years,2,544457,0.367338468,Europe
Hungary,2004,female,55-74 years,198,1204796,16.43431751,Europe
Hungary,2004,female,75+ years,146,450461,32.41124093,Europe
Hungary,2004,male,15-24 years,111,683254,16.24578854,Europe
Hungary,2004,male,25-34 years,233,809225,28.79298094,Europe
Hungary,2004,male,35-54 years,933,1374752,67.86678615,Europe
Hungary,2004,male,5-14 years,5,571353,0.875115734,Europe
Hungary,2004,male,55-74 years,543,896983,60.53626434,Europe
Hungary,2004,male,75+ years,262,218145,120.1036008,Europe
Hungary,2005,female,15-24 years,17,643025,2.643754131,Europe
Hungary,2005,female,25-34 years,38,786160,4.833621655,Europe
Hungary,2005,female,35-54 years,214,1431293,14.95151587,Europe
Hungary,2005,female,5-14 years,0,531081,0,Europe
Hungary,2005,female,55-74 years,203,1213827,16.72396478,Europe
Hungary,2005,female,75+ years,121,460429,26.27983902,Europe
Hungary,2005,male,15-24 years,80,669313,11.95255434,Europe
Hungary,2005,male,25-34 years,215,816243,26.34019526,Europe
Hungary,2005,male,35-54 years,912,1370704,66.53515274,Europe
Hungary,2005,male,5-14 years,5,557376,0.897060512,Europe
Hungary,2005,male,55-74 years,545,906718,60.10689101,Europe
Hungary,2005,male,75+ years,269,222774,120.7501773,Europe
Hungary,2006,female,15-24 years,15,634608,2.363663868,Europe
Hungary,2006,female,25-34 years,52,788769,6.592551178,Europe
Hungary,2006,female,35-54 years,227,1421095,15.97359782,Europe
Hungary,2006,female,5-14 years,1,517602,0.193198635,Europe
Hungary,2006,female,55-74 years,187,1224334,15.27360998,Europe
Hungary,2006,female,75+ years,118,469796,25.11728495,Europe
Hungary,2006,male,15-24 years,84,659708,12.73290607,Europe
Hungary,2006,male,25-34 years,196,820042,23.90121482,Europe
Hungary,2006,male,35-54 years,825,1366901,60.3555049,Europe
Hungary,2006,male,5-14 years,2,543679,0.367864126,Europe
Hungary,2006,male,55-74 years,550,917547,59.94243347,Europe
Hungary,2006,male,75+ years,204,227029,89.85636196,Europe
Hungary,2007,female,15-24 years,12,627355,1.912792597,Europe
Hungary,2007,female,25-34 years,32,787885,4.061506438,Europe
Hungary,2007,female,35-54 years,196,1412746,13.87368996,Europe
Hungary,2007,female,5-14 years,0,505214,0,Europe
Hungary,2007,female,55-74 years,199,1235077,16.11235575,Europe
Hungary,2007,female,75+ years,132,478370,27.59370362,Europe
Hungary,2007,male,15-24 years,77,652277,11.80480072,Europe
Hungary,2007,male,25-34 years,190,820057,23.16912117,Europe
Hungary,2007,male,35-54 years,791,1364796,57.95737971,Europe
Hungary,2007,male,5-14 years,2,531164,0.376531542,Europe
Hungary,2007,male,55-74 years,567,927533,61.1299005,Europe
Hungary,2007,male,75+ years,252,230464,109.3446265,Europe
Hungary,2008,female,15-24 years,18,620679,2.900049784,Europe
Hungary,2008,female,25-34 years,40,783195,5.107284904,Europe
Hungary,2008,female,35-54 years,193,1402042,13.76563612,Europe
Hungary,2008,female,5-14 years,0,494614,0,Europe
Hungary,2008,female,55-74 years,187,1248557,14.97728978,Europe
Hungary,2008,female,75+ years,128,486526,26.30897424,Europe
Hungary,2008,male,15-24 years,76,645909,11.76636337,Europe
Hungary,2008,male,25-34 years,183,815714,22.4343336,Europe
Hungary,2008,male,35-54 years,794,1360689,58.35279039,Europe
Hungary,2008,male,5-14 years,4,520680,0.768226166,Europe
Hungary,2008,male,55-74 years,590,940519,62.73132175,Europe
Hungary,2008,male,75+ years,263,233660,112.5567063,Europe
Hungary,2009,female,15-24 years,19,615144,3.088707685,Europe
Hungary,2009,female,25-34 years,42,770068,5.454063797,Europe
Hungary,2009,female,35-54 years,191,1390659,13.73449566,Europe
Hungary,2009,female,5-14 years,4,485140,0.824504267,Europe
Hungary,2009,female,55-74 years,212,1270295,16.6890368,Europe
Hungary,2009,female,75+ years,91,493507,18.43945476,Europe
Hungary,2009,male,15-24 years,111,641509,17.30295288,Europe
Hungary,2009,male,25-34 years,188,802616,23.42340546,Europe
Hungary,2009,male,35-54 years,773,1356600,56.98068701,Europe
Hungary,2009,male,5-14 years,3,511177,0.586880865,Europe
Hungary,2009,male,55-74 years,612,961155,63.67339295,Europe
Hungary,2009,male,75+ years,214,236367,90.53717312,Europe
Hungary,2010,female,15-24 years,20,607500,3.29218107,Europe
Hungary,2010,female,25-34 years,37,748440,4.943616055,Europe
Hungary,2010,female,35-54 years,170,1386313,12.26274297,Europe
Hungary,2010,female,5-14 years,1,477532,0.20941005,Europe
Hungary,2010,female,55-74 years,210,1293957,16.22928737,Europe
Hungary,2010,female,75+ years,109,499021,21.84276814,Europe
Hungary,2010,male,15-24 years,77,635049,12.12504862,Europe
Hungary,2010,male,25-34 years,190,780872,24.33177268,Europe
Hungary,2010,male,35-54 years,760,1360114,55.87766908,Europe
Hungary,2010,male,5-14 years,2,503475,0.397239188,Europe
Hungary,2010,male,55-74 years,671,983463,68.22829125,Europe
Hungary,2010,male,75+ years,242,238269,101.5658772,Europe
Hungary,2011,female,15-24 years,16,595635,2.686208836,Europe
Hungary,2011,female,25-34 years,22,727841,3.022638186,Europe
Hungary,2011,female,35-54 years,182,1388027,13.11213687,Europe
Hungary,2011,female,5-14 years,3,473510,0.633566345,Europe
Hungary,2011,female,55-74 years,229,1312734,17.44450894,Europe
Hungary,2011,female,75+ years,122,503846,24.21374785,Europe
Hungary,2011,male,15-24 years,87,623854,13.9455706,Europe
Hungary,2011,male,25-34 years,173,758588,22.80552817,Europe
Hungary,2011,male,35-54 years,751,1370341,54.80387728,Europe
Hungary,2011,male,5-14 years,3,499293,0.600849601,Europe
Hungary,2011,male,55-74 years,632,1001836,63.08417745,Europe
Hungary,2011,male,75+ years,200,239506,83.5052149,Europe
Hungary,2012,female,15-24 years,15,586456,2.557736642,Europe
Hungary,2012,female,25-34 years,28,664791,4.21185004,Europe
Hungary,2012,female,35-54 years,160,1408223,11.36183687,Europe
Hungary,2012,female,5-14 years,0,470870,0,Europe
Hungary,2012,female,55-74 years,219,1343763,16.29751675,Europe
Hungary,2012,female,75+ years,124,498354,24.88191125,Europe
Hungary,2012,male,15-24 years,82,618784,13.25179707,Europe
Hungary,2012,male,25-34 years,148,685537,21.58891497,Europe
Hungary,2012,male,35-54 years,683,1396201,48.91845802,Europe
Hungary,2012,male,5-14 years,2,497525,0.40198985,Europe
Hungary,2012,male,55-74 years,655,1049911,62.38624036,Europe
Hungary,2012,male,75+ years,233,232766,100.1005301,Europe
Hungary,2013,female,15-24 years,12,576334,2.082125989,Europe
Hungary,2013,female,25-34 years,31,642913,4.821803261,Europe
Hungary,2013,female,35-54 years,155,1416711,10.94083409,Europe
Hungary,2013,female,5-14 years,1,471456,0.212108871,Europe
Hungary,2013,female,55-74 years,200,1349472,14.82061132,Europe
Hungary,2013,female,75+ years,106,503084,21.07003999,Europe
Hungary,2013,male,15-24 years,60,608253,9.864316329,Europe
Hungary,2013,male,25-34 years,107,664876,16.09322641,Europe
Hungary,2013,male,35-54 years,613,1409798,43.48140656,Europe
Hungary,2013,male,5-14 years,0,497640,0,Europe
Hungary,2013,male,55-74 years,606,1058520,57.24974493,Europe
Hungary,2013,male,75+ years,201,234783,85.61096843,Europe
Hungary,2014,female,15-24 years,8,564343,1.417577608,Europe
Hungary,2014,female,25-34 years,23,624055,3.685572586,Europe
Hungary,2014,female,35-54 years,152,1423878,10.67507188,Europe
Hungary,2014,female,5-14 years,0,473335,0,Europe
Hungary,2014,female,55-74 years,183,1351899,13.53651419,Europe
Hungary,2014,female,75+ years,81,508688,15.92331645,Europe
Hungary,2014,male,15-24 years,72,595596,12.08873129,Europe
Hungary,2014,male,25-34 years,130,648134,20.05758069,Europe
Hungary,2014,male,35-54 years,495,1422078,34.80821727,Europe
Hungary,2014,male,5-14 years,2,499483,0.400414028,Europe
Hungary,2014,male,55-74 years,600,1063532,56.41579191,Europe
Hungary,2014,male,75+ years,179,237767,75.28378623,Europe
Hungary,2015,female,15-24 years,15,551149,2.721587084,Europe
Hungary,2015,female,25-34 years,27,610907,4.419657984,Europe
Hungary,2015,female,35-54 years,132,1429644,9.233067813,Europe
Hungary,2015,female,5-14 years,1,473285,0.211289181,Europe
Hungary,2015,female,55-74 years,181,1350675,13.40070705,Europe
Hungary,2015,female,75+ years,123,514721,23.89644098,Europe
Hungary,2015,male,15-24 years,69,582471,11.84608332,Europe
Hungary,2015,male,25-34 years,129,637775,20.22656893,Europe
Hungary,2015,male,35-54 years,472,1432703,32.94472057,Europe
Hungary,2015,male,5-14 years,2,499016,0.400788752,Europe
Hungary,2015,male,55-74 years,496,1065443,46.55340548,Europe
Hungary,2015,male,75+ years,221,241730,91.42431639,Europe
Hungary,2016,female,15-24 years,14,536865,2.607731925,Europe
Hungary,2016,female,25-34 years,30,602785,4.976898894,Europe
Hungary,2016,female,35-54 years,121,1432415,8.447272613,Europe
Hungary,2016,female,5-14 years,0,470109,0,Europe
Hungary,2016,female,55-74 years,161,1346205,11.95954554,Europe
Hungary,2016,female,75+ years,120,521024,23.0315686,Europe
Hungary,2016,male,15-24 years,58,568065,10.2100992,Europe
Hungary,2016,male,25-34 years,98,633114,15.47904485,Europe
Hungary,2016,male,35-54 years,450,1439105,31.26943482,Europe
Hungary,2016,male,5-14 years,1,495244,0.201920669,Europe
Hungary,2016,male,55-74 years,495,1064355,46.50703947,Europe
Hungary,2016,male,75+ years,214,246437,86.83760961,Europe
Iceland,1981,female,15-24 years,1,21600,4.62962963,Europe
Iceland,1981,female,25-34 years,0,17400,0,Europe
Iceland,1981,female,35-54 years,1,23000,4.347826087,Europe
Iceland,1981,female,5-14 years,0,20300,0,Europe
Iceland,1981,female,55-74 years,2,16300,12.26993865,Europe
Iceland,1981,female,75+ years,0,5700,0,Europe
Iceland,1981,male,15-24 years,4,22700,17.62114537,Europe
Iceland,1981,male,25-34 years,3,18700,16.04278075,Europe
Iceland,1981,male,35-54 years,3,23500,12.76595745,Europe
Iceland,1981,male,5-14 years,0,21300,0,Europe
Iceland,1981,male,55-74 years,1,15200,6.578947368,Europe
Iceland,1981,male,75+ years,1,4000,25,Europe
Iceland,1982,female,15-24 years,1,21700,4.608294931,Europe
Iceland,1982,female,25-34 years,0,18100,0,Europe
Iceland,1982,female,35-54 years,3,23400,12.82051282,Europe
Iceland,1982,female,5-14 years,0,20100,0,Europe
Iceland,1982,female,55-74 years,3,16500,18.18181818,Europe
Iceland,1982,female,75+ years,0,5800,0,Europe
Iceland,1982,male,15-24 years,3,22700,13.21585903,Europe
Iceland,1982,male,25-34 years,7,19200,36.45833333,Europe
Iceland,1982,male,35-54 years,3,24000,12.5,Europe
Iceland,1982,male,5-14 years,0,21200,0,Europe
Iceland,1982,male,55-74 years,2,15600,12.82051282,Europe
Iceland,1982,male,75+ years,0,4200,0,Europe
Iceland,1983,female,15-24 years,0,21700,0,Europe
Iceland,1983,female,25-34 years,1,18500,5.405405405,Europe
Iceland,1983,female,35-54 years,4,23900,16.73640167,Europe
Iceland,1983,female,5-14 years,0,20100,0,Europe
Iceland,1983,female,55-74 years,2,16800,11.9047619,Europe
Iceland,1983,female,75+ years,0,5900,0,Europe
Iceland,1983,male,15-24 years,6,22600,26.54867257,Europe
Iceland,1983,male,25-34 years,4,19700,20.30456853,Europe
Iceland,1983,male,35-54 years,9,24600,36.58536585,Europe
Iceland,1983,male,5-14 years,1,21200,4.716981132,Europe
Iceland,1983,male,55-74 years,11,15800,69.62025316,Europe
Iceland,1983,male,75+ years,2,4300,46.51162791,Europe
Iceland,1984,female,15-24 years,0,21500,0,Europe
Iceland,1984,female,25-34 years,1,18900,5.291005291,Europe
Iceland,1984,female,35-54 years,5,24500,20.40816327,Europe
Iceland,1984,female,5-14 years,0,20300,0,Europe
Iceland,1984,female,55-74 years,1,17100,5.847953216,Europe
Iceland,1984,female,75+ years,0,6100,0,Europe
Iceland,1984,male,15-24 years,11,22300,49.32735426,Europe
Iceland,1984,male,25-34 years,4,20200,19.8019802,Europe
Iceland,1984,male,35-54 years,11,25100,43.8247012,Europe
Iceland,1984,male,5-14 years,1,21300,4.694835681,Europe
Iceland,1984,male,55-74 years,9,16000,56.25,Europe
Iceland,1984,male,75+ years,1,4300,23.25581395,Europe
Iceland,1985,female,15-24 years,0,21200,0,Europe
Iceland,1985,female,25-34 years,0,19400,0,Europe
Iceland,1985,female,35-54 years,3,25000,12,Europe
Iceland,1985,female,5-14 years,0,20400,0,Europe
Iceland,1985,female,55-74 years,4,17500,22.85714286,Europe
Iceland,1985,female,75+ years,0,6100,0,Europe
Iceland,1985,male,15-24 years,7,21900,31.96347032,Europe
Iceland,1985,male,25-34 years,5,20500,24.3902439,Europe
Iceland,1985,male,35-54 years,7,25800,27.13178295,Europe
Iceland,1985,male,5-14 years,0,21400,0,Europe
Iceland,1985,male,55-74 years,5,16400,30.48780488,Europe
Iceland,1985,male,75+ years,1,4500,22.22222222,Europe
Iceland,1986,female,15-24 years,1,20900,4.784688995,Europe
Iceland,1986,female,25-34 years,1,19600,5.102040816,Europe
Iceland,1986,female,35-54 years,3,25500,11.76470588,Europe
Iceland,1986,female,5-14 years,0,20600,0,Europe
Iceland,1986,female,55-74 years,5,17800,28.08988764,Europe
Iceland,1986,female,75+ years,2,6300,31.74603175,Europe
Iceland,1986,male,15-24 years,5,21700,23.04147465,Europe
Iceland,1986,male,25-34 years,6,20700,28.98550725,Europe
Iceland,1986,male,35-54 years,8,26400,30.3030303,Europe
Iceland,1986,male,5-14 years,1,21700,4.608294931,Europe
Iceland,1986,male,55-74 years,4,16700,23.95209581,Europe
Iceland,1986,male,75+ years,1,4400,22.72727273,Europe
Iceland,1987,female,15-24 years,0,21000,0,Europe
Iceland,1987,female,25-34 years,2,19900,10.05025126,Europe
Iceland,1987,female,35-54 years,2,26200,7.633587786,Europe
Iceland,1987,female,5-14 years,0,20600,0,Europe
Iceland,1987,female,55-74 years,10,18100,55.24861878,Europe
Iceland,1987,female,75+ years,0,6500,0,Europe
Iceland,1987,male,15-24 years,4,21700,18.43317972,Europe
Iceland,1987,male,25-34 years,4,21100,18.95734597,Europe
Iceland,1987,male,35-54 years,6,27100,22.1402214,Europe
Iceland,1987,male,5-14 years,1,21800,4.587155963,Europe
Iceland,1987,male,55-74 years,5,17000,29.41176471,Europe
Iceland,1987,male,75+ years,2,4600,43.47826087,Europe
Iceland,1988,female,15-24 years,0,21200,0,Europe
Iceland,1988,female,25-34 years,1,20600,4.854368932,Europe
Iceland,1988,female,35-54 years,2,26900,7.434944238,Europe
Iceland,1988,female,5-14 years,0,20600,0,Europe
Iceland,1988,female,55-74 years,1,18400,5.434782609,Europe
Iceland,1988,female,75+ years,1,6600,15.15151515,Europe
Iceland,1988,male,15-24 years,8,21900,36.52968037,Europe
Iceland,1988,male,25-34 years,4,21500,18.60465116,Europe
Iceland,1988,male,35-54 years,11,28000,39.28571429,Europe
Iceland,1988,male,5-14 years,0,21700,0,Europe
Iceland,1988,male,55-74 years,7,17200,40.69767442,Europe
Iceland,1988,male,75+ years,0,4600,0,Europe
Iceland,1989,female,15-24 years,0,21000,0,Europe
Iceland,1989,female,25-34 years,1,20900,4.784688995,Europe
Iceland,1989,female,35-54 years,0,27800,0,Europe
Iceland,1989,female,5-14 years,0,20700,0,Europe
Iceland,1989,female,55-74 years,4,18500,21.62162162,Europe
Iceland,1989,female,75+ years,1,6700,14.92537313,Europe
Iceland,1989,male,15-24 years,6,21800,27.52293578,Europe
Iceland,1989,male,25-34 years,2,21700,9.216589862,Europe
Iceland,1989,male,35-54 years,6,29100,20.6185567,Europe
Iceland,1989,male,5-14 years,0,21700,0,Europe
Iceland,1989,male,55-74 years,2,17500,11.42857143,Europe
Iceland,1989,male,75+ years,0,4600,0,Europe
Iceland,1990,female,15-24 years,1,20700,4.830917874,Europe
Iceland,1990,female,25-34 years,1,21100,4.739336493,Europe
Iceland,1990,female,35-54 years,3,28600,10.48951049,Europe
Iceland,1990,female,5-14 years,0,20600,0,Europe
Iceland,1990,female,55-74 years,0,18700,0,Europe
Iceland,1990,female,75+ years,0,6800,0,Europe
Iceland,1990,male,15-24 years,10,21400,46.72897196,Europe
Iceland,1990,male,25-34 years,9,21700,41.47465438,Europe
Iceland,1990,male,35-54 years,8,29800,26.84563758,Europe
Iceland,1990,male,5-14 years,0,21500,0,Europe
Iceland,1990,male,55-74 years,8,17700,45.19774011,Europe
Iceland,1990,male,75+ years,0,4700,0,Europe
Iceland,1991,female,15-24 years,1,20600,4.854368932,Europe
Iceland,1991,female,25-34 years,0,21300,0,Europe
Iceland,1991,female,35-54 years,3,29500,10.16949153,Europe
Iceland,1991,female,5-14 years,1,20600,4.854368932,Europe
Iceland,1991,female,55-74 years,3,19000,15.78947368,Europe
Iceland,1991,female,75+ years,0,7000,0,Europe
Iceland,1991,male,15-24 years,13,21300,61.03286385,Europe
Iceland,1991,male,25-34 years,3,21900,13.69863014,Europe
Iceland,1991,male,35-54 years,6,30900,19.41747573,Europe
Iceland,1991,male,5-14 years,0,21300,0,Europe
Iceland,1991,male,55-74 years,5,17700,28.24858757,Europe
Iceland,1991,male,75+ years,2,4800,41.66666667,Europe
Iceland,1992,female,15-24 years,0,20500,0,Europe
Iceland,1992,female,25-34 years,1,21400,4.672897196,Europe
Iceland,1992,female,35-54 years,2,30500,6.557377049,Europe
Iceland,1992,female,5-14 years,0,20500,0,Europe
Iceland,1992,female,55-74 years,2,19000,10.52631579,Europe
Iceland,1992,female,75+ years,0,7000,0,Europe
Iceland,1992,male,15-24 years,4,21200,18.86792453,Europe
Iceland,1992,male,25-34 years,9,21900,41.09589041,Europe
Iceland,1992,male,35-54 years,6,31900,18.80877743,Europe
Iceland,1992,male,5-14 years,0,21400,0,Europe
Iceland,1992,male,55-74 years,4,17900,22.34636872,Europe
Iceland,1992,male,75+ years,0,4800,0,Europe
Iceland,1993,female,15-24 years,0,20400,0,Europe
Iceland,1993,female,25-34 years,1,21200,4.716981132,Europe
Iceland,1993,female,35-54 years,4,31500,12.6984127,Europe
Iceland,1993,female,5-14 years,0,20700,0,Europe
Iceland,1993,female,55-74 years,2,19000,10.52631579,Europe
Iceland,1993,female,75+ years,0,7300,0,Europe
Iceland,1993,male,15-24 years,5,21000,23.80952381,Europe
Iceland,1993,male,25-34 years,3,21700,13.82488479,Europe
Iceland,1993,male,35-54 years,7,32800,21.34146341,Europe
Iceland,1993,male,5-14 years,0,21800,0,Europe
Iceland,1993,male,55-74 years,4,18100,22.09944751,Europe
Iceland,1993,male,75+ years,0,5000,0,Europe
Iceland,1994,female,15-24 years,1,20500,4.87804878,Europe
Iceland,1994,female,25-34 years,0,21000,0,Europe
Iceland,1994,female,35-54 years,0,32500,0,Europe
Iceland,1994,female,5-14 years,0,20700,0,Europe
Iceland,1994,female,55-74 years,1,19200,5.208333333,Europe
Iceland,1994,female,75+ years,2,7300,27.39726027,Europe
Iceland,1994,male,15-24 years,5,21100,23.69668246,Europe
Iceland,1994,male,25-34 years,4,21500,18.60465116,Europe
Iceland,1994,male,35-54 years,8,33800,23.66863905,Europe
Iceland,1994,male,5-14 years,0,21900,0,Europe
Iceland,1994,male,55-74 years,4,18200,21.97802198,Europe
Iceland,1994,male,75+ years,0,5000,0,Europe
Iceland,1995,female,15-24 years,0,20500,0,Europe
Iceland,1995,female,25-34 years,2,20700,9.661835749,Europe
Iceland,1995,female,35-54 years,1,33400,2.994011976,Europe
Iceland,1995,female,5-14 years,0,20700,0,Europe
Iceland,1995,female,55-74 years,1,19400,5.154639175,Europe
Iceland,1995,female,75+ years,1,7500,13.33333333,Europe
Iceland,1995,male,15-24 years,4,21300,18.77934272,Europe
Iceland,1995,male,25-34 years,8,21000,38.0952381,Europe
Iceland,1995,male,35-54 years,5,34900,14.32664756,Europe
Iceland,1995,male,5-14 years,0,21900,0,Europe
Iceland,1995,male,55-74 years,5,18300,27.32240437,Europe
Iceland,1995,male,75+ years,0,5100,0,Europe
Iceland,1996,female,15-24 years,1,20700,4.830917874,Europe
Iceland,1996,female,25-34 years,0,20400,0,Europe
Iceland,1996,female,35-54 years,2,34300,5.83090379,Europe
Iceland,1996,female,5-14 years,0,20800,0,Europe
Iceland,1996,female,55-74 years,1,19400,5.154639175,Europe
Iceland,1996,female,75+ years,1,7600,13.15789474,Europe
Iceland,1996,male,15-24 years,4,21500,18.60465116,Europe
Iceland,1996,male,25-34 years,9,20500,43.90243902,Europe
Iceland,1996,male,35-54 years,8,35700,22.40896359,Europe
Iceland,1996,male,5-14 years,1,21900,4.566210046,Europe
Iceland,1996,male,55-74 years,4,18300,21.8579235,Europe
Iceland,1996,male,75+ years,2,5400,37.03703704,Europe
Iceland,1997,female,15-24 years,2,20753,9.637160892,Europe
Iceland,1997,female,25-34 years,1,20279,4.931209626,Europe
Iceland,1997,female,35-54 years,3,35184,8.526603001,Europe
Iceland,1997,female,5-14 years,0,20807,0,Europe
Iceland,1997,female,55-74 years,1,19635,5.092946269,Europe
Iceland,1997,female,75+ years,0,7772,0,Europe
Iceland,1997,male,15-24 years,3,21667,13.84594083,Europe
Iceland,1997,male,25-34 years,3,20431,14.68356909,Europe
Iceland,1997,male,35-54 years,10,36576,27.34033246,Europe
Iceland,1997,male,5-14 years,0,21845,0,Europe
Iceland,1997,male,55-74 years,8,18551,43.12435987,Europe
Iceland,1997,male,75+ years,2,5429,36.83919691,Europe
Iceland,1998,female,15-24 years,1,20765,4.81579581,Europe
Iceland,1998,female,25-34 years,2,20400,9.803921569,Europe
Iceland,1998,female,35-54 years,3,36107,8.308638214,Europe
Iceland,1998,female,5-14 years,0,20954,0,Europe
Iceland,1998,female,55-74 years,0,19896,0,Europe
Iceland,1998,female,75+ years,1,8020,12.46882793,Europe
Iceland,1998,male,15-24 years,5,21660,23.08402585,Europe
Iceland,1998,male,25-34 years,4,20591,19.4259628,Europe
Iceland,1998,male,35-54 years,9,37412,24.05645248,Europe
Iceland,1998,male,5-14 years,0,21960,0,Europe
Iceland,1998,male,55-74 years,4,18929,21.13159702,Europe
Iceland,1998,male,75+ years,1,5559,17.98884691,Europe
Iceland,1999,female,15-24 years,2,20961,9.541529507,Europe
Iceland,1999,female,25-34 years,2,20328,9.838646202,Europe
Iceland,1999,female,35-54 years,1,37010,2.70197244,Europe
Iceland,1999,female,5-14 years,0,21225,0,Europe
Iceland,1999,female,55-74 years,2,20236,9.883376161,Europe
Iceland,1999,female,75+ years,0,8193,0,Europe
Iceland,1999,male,15-24 years,4,21657,18.46977882,Europe
