country,year,sex,age,suicides_no,population,rate,Region
Croatia,1997,female,35-54 years,59,606000,9.735973597,Europe
Croatia,1997,female,5-14 years,2,308500,0.648298217,Europe
Croatia,1997,female,55-74 years,93,528900,17.58366421,Europe
Croatia,1997,female,75+ years,55,147100,37.38953093,Europe
Croatia,1997,male,15-24 years,72,316700,22.73444901,Europe
Croatia,1997,male,25-34 years,60,348200,17.23147616,Europe
Croatia,1997,male,35-54 years,223,598000,37.2909699,Europe
Croatia,1997,male,5-14 years,3,323700,0.926784059,Europe
Croatia,1997,male,55-74 years,269,395300,68.0495826,Europe
Croatia,1997,male,75+ years,65,73500,88.43537415,Europe
Croatia,1998,female,15-24 years,14,300300,4.662004662,Europe
Croatia,1998,female,25-34 years,18,338800,5.312868949,Europe
Croatia,1998,female,35-54 years,75,596500,12.57334451,Europe
Croatia,1998,female,5-14 years,2,303600,0.658761528,Europe
Croatia,1998,female,55-74 years,132,520800,25.34562212,Europe
Croatia,1998,female,75+ years,43,144700,29.71665515,Europe
Croatia,1998,male,15-24 years,61,311800,19.56382296,Europe
Croatia,1998,male,25-34 years,93,342700,27.13743799,Europe
Croatia,1998,male,35-54 years,236,588700,40.08833022,Europe
Croatia,1998,male,5-14 years,3,318600,0.941619586,Europe
Croatia,1998,male,55-74 years,274,389100,70.41891545,Europe
Croatia,1998,male,75+ years,78,72300,107.8838174,Europe
Croatia,1999,female,15-24 years,15,304300,4.92934604,Europe
Croatia,1999,female,25-34 years,14,343200,4.079254079,Europe
Croatia,1999,female,35-54 years,70,604300,11.5836505,Europe
Croatia,1999,female,5-14 years,1,307600,0.325097529,Europe
Croatia,1999,female,55-74 years,132,527500,25.02369668,Europe
Croatia,1999,female,75+ years,41,147000,27.89115646,Europe
Croatia,1999,male,15-24 years,71,315800,22.48258391,Europe
Croatia,1999,male,25-34 years,93,347100,26.79343129,Europe
Croatia,1999,male,35-54 years,245,596300,41.08670132,Europe
Croatia,1999,male,5-14 years,5,322700,1.549426712,Europe
Croatia,1999,male,55-74 years,225,394300,57.06314989,Europe
Croatia,1999,male,75+ years,77,73700,104.4776119,Europe
Croatia,2000,female,15-24 years,9,291900,3.083247688,Europe
Croatia,2000,female,25-34 years,12,329100,3.646308113,Europe
Croatia,2000,female,35-54 years,64,579800,11.03828907,Europe
Croatia,2000,female,5-14 years,0,295200,0,Europe
Croatia,2000,female,55-74 years,99,506700,19.53818828,Europe
Croatia,2000,female,75+ years,50,144600,34.57814661,Europe
Croatia,2000,male,15-24 years,57,302700,18.83052527,Europe
Croatia,2000,male,25-34 years,77,332900,23.13006909,Europe
Croatia,2000,male,35-54 years,249,572300,43.50864931,Europe
Croatia,2000,male,5-14 years,3,309500,0.969305331,Europe
Croatia,2000,male,55-74 years,229,379300,60.37437385,Europe
Croatia,2000,male,75+ years,77,74000,104.0540541,Europe
Croatia,2001,female,15-24 years,9,295822,3.042370074,Europe
Croatia,2001,female,25-34 years,17,293342,5.795283321,Europe
Croatia,2001,female,35-54 years,56,642506,8.715871914,Europe
Croatia,2001,female,5-14 years,1,252663,0.395784108,Europe
Croatia,2001,female,55-74 years,101,526940,19.16726762,Europe
Croatia,2001,female,75+ years,41,163943,25.00869205,Europe
Croatia,2001,male,15-24 years,55,308415,17.83311447,Europe
Croatia,2001,male,25-34 years,72,296586,24.27626388,Europe
Croatia,2001,male,35-54 years,231,641519,36.00828658,Europe
Croatia,2001,male,5-14 years,3,264449,1.134434239,Europe
Croatia,2001,male,55-74 years,228,421683,54.06905187,Europe
Croatia,2001,male,75+ years,67,72765,92.07723493,Europe
Croatia,2002,female,15-24 years,13,295800,4.394861393,Europe
Croatia,2002,female,25-34 years,21,293800,7.147719537,Europe
Croatia,2002,female,35-54 years,54,649700,8.311528398,Europe
Croatia,2002,female,5-14 years,0,252500,0,Europe
Croatia,2002,female,55-74 years,88,530100,16.60064139,Europe
Croatia,2002,female,75+ years,54,172600,31.28621089,Europe
Croatia,2002,male,15-24 years,53,308300,17.19104768,Europe
Croatia,2002,male,25-34 years,82,297500,27.56302521,Europe
Croatia,2002,male,35-54 years,199,647500,30.73359073,Europe
Croatia,2002,male,5-14 years,0,264700,0,Europe
Croatia,2002,male,55-74 years,226,427000,52.92740047,Europe
Croatia,2002,male,75+ years,84,77800,107.9691517,Europe
Croatia,2003,female,15-24 years,9,293600,3.065395095,Europe
Croatia,2003,female,25-34 years,10,294100,3.400204012,Europe
Croatia,2003,female,35-54 years,47,651200,7.217444717,Europe
Croatia,2003,female,5-14 years,1,250600,0.399042298,Europe
Croatia,2003,female,55-74 years,89,530900,16.76398568,Europe
Croatia,2003,female,75+ years,37,178300,20.75154234,Europe
Croatia,2003,male,15-24 years,57,306000,18.62745098,Europe
Croatia,2003,male,25-34 years,66,299000,22.0735786,Europe
Croatia,2003,male,35-54 years,227,647900,35.03627103,Europe
Croatia,2003,male,5-14 years,3,262500,1.142857143,Europe
Croatia,2003,male,55-74 years,239,429500,55.64610012,Europe
Croatia,2003,male,75+ years,80,82000,97.56097561,Europe
Croatia,2004,female,15-24 years,14,290300,4.822597313,Europe
Croatia,2004,female,25-34 years,17,296600,5.731625084,Europe
Croatia,2004,female,35-54 years,64,648500,9.868928296,Europe
Croatia,2004,female,5-14 years,1,247600,0.403877221,Europe
Croatia,2004,female,55-74 years,87,531800,16.35953366,Europe
Croatia,2004,female,75+ years,43,185600,23.16810345,Europe
Croatia,2004,male,15-24 years,31,302100,10.26150281,Europe
Croatia,2004,male,25-34 years,59,302300,19.51703606,Europe
Croatia,2004,male,35-54 years,214,644300,33.21434115,Europe
Croatia,2004,male,5-14 years,3,259200,1.157407407,Europe
Croatia,2004,male,55-74 years,227,432700,52.46128958,Europe
Croatia,2004,male,75+ years,111,88600,125.282167,Europe
Croatia,2005,female,15-24 years,9,286454,3.14186571,Europe
Croatia,2005,female,25-34 years,25,299476,8.347914357,Europe
Croatia,2005,female,35-54 years,68,647419,10.50324442,Europe
Croatia,2005,female,5-14 years,0,244865,0,Europe
Croatia,2005,female,55-74 years,76,534353,14.22280777,Europe
Croatia,2005,female,75+ years,45,190621,23.60705274,Europe
Croatia,2005,male,15-24 years,39,297901,13.09159754,Europe
Croatia,2005,male,25-34 years,58,306107,18.94762289,Europe
Croatia,2005,male,35-54 years,227,643382,35.28230507,Europe
Croatia,2005,male,5-14 years,2,256833,0.778716131,Europe
Croatia,2005,male,55-74 years,247,436810,56.54632449,Europe
Croatia,2005,male,75+ years,78,91654,85.10266873,Europe
Croatia,2006,female,15-24 years,11,282298,3.896591545,Europe
Croatia,2006,female,25-34 years,6,302776,1.981663012,Europe
Croatia,2006,female,35-54 years,67,644066,10.4026606,Europe
Croatia,2006,female,5-14 years,1,240427,0.415926664,Europe
Croatia,2006,female,55-74 years,90,534005,16.85377478,Europe
Croatia,2006,female,75+ years,48,197868,24.25859664,Europe
Croatia,2006,male,15-24 years,49,293976,16.66802732,Europe
Croatia,2006,male,25-34 years,58,310163,18.69984492,Europe
Croatia,2006,male,35-54 years,207,639665,32.3606888,Europe
Croatia,2006,male,5-14 years,2,252215,0.792974248,Europe
Croatia,2006,male,55-74 years,178,440525,40.40633335,Europe
Croatia,2006,male,75+ years,79,96962,81.4752171,Europe
Croatia,2007,female,15-24 years,11,277133,3.969213338,Europe
Croatia,2007,female,25-34 years,11,303954,3.61896866,Europe
Croatia,2007,female,35-54 years,45,642644,7.002321659,Europe
Croatia,2007,female,5-14 years,2,236481,0.845733907,Europe
Croatia,2007,female,55-74 years,84,533554,15.74348613,Europe
Croatia,2007,female,75+ years,45,204595,21.9946724,Europe
Croatia,2007,male,15-24 years,34,289325,11.75149054,Europe
Croatia,2007,male,25-34 years,52,312108,16.66089943,Europe
Croatia,2007,male,35-54 years,198,637678,31.05015384,Europe
Croatia,2007,male,5-14 years,2,247780,0.807167649,Europe
Croatia,2007,male,55-74 years,206,443939,46.40277155,Europe
Croatia,2007,male,75+ years,85,101664,83.60875039,Europe
Croatia,2008,female,15-24 years,7,272369,2.570042846,Europe
Croatia,2008,female,25-34 years,9,305383,2.947118864,Europe
Croatia,2008,female,35-54 years,47,638100,7.365616675,Europe
Croatia,2008,female,5-14 years,1,231806,0.431395218,Europe
Croatia,2008,female,55-74 years,72,536698,13.41536581,Europe
Croatia,2008,female,75+ years,48,210591,22.79299685,Europe
Croatia,2008,male,15-24 years,40,284857,14.04213342,Europe
Croatia,2008,male,25-34 years,49,314031,15.60355506,Europe
Croatia,2008,male,35-54 years,202,632952,31.9139524,Europe
Croatia,2008,male,5-14 years,3,242691,1.236139783,Europe
Croatia,2008,male,55-74 years,200,450580,44.38723423,Europe
Croatia,2008,male,75+ years,115,105525,108.9789149,Europe
Croatia,2009,female,15-24 years,4,267054,1.49782441,Europe
Croatia,2009,female,25-34 years,7,306319,2.285199416,Europe
Croatia,2009,female,35-54 years,45,634366,7.093696699,Europe
Croatia,2009,female,5-14 years,0,226998,0,Europe
Croatia,2009,female,55-74 years,63,537865,11.7129763,Europe
Croatia,2009,female,75+ years,53,216621,24.46669529,Europe
Croatia,2009,male,15-24 years,45,278610,16.15160978,Europe
Croatia,2009,male,25-34 years,44,316164,13.91682798,Europe
Croatia,2009,male,35-54 years,220,628629,34.99679461,Europe
Croatia,2009,male,5-14 years,3,238176,1.259572753,Europe
Croatia,2009,male,55-74 years,199,455148,43.72204206,Europe
Croatia,2009,male,75+ years,107,110100,97.18437784,Europe
Croatia,2010,female,15-24 years,13,261670,4.968089578,Europe
Croatia,2010,female,25-34 years,7,306249,2.285721749,Europe
Croatia,2010,female,35-54 years,50,627682,7.965817086,Europe
Croatia,2010,female,5-14 years,1,222940,0.44855118,Europe
Croatia,2010,female,55-74 years,75,541827,13.8420566,Europe
Croatia,2010,female,75+ years,46,221668,20.75175488,Europe
Croatia,2010,male,15-24 years,40,272848,14.66017709,Europe
Croatia,2010,male,25-34 years,44,316471,13.90332764,Europe
Croatia,2010,male,35-54 years,186,621977,29.90464278,Europe
Croatia,2010,male,5-14 years,0,234533,0,Europe
Croatia,2010,male,55-74 years,215,461893,46.54757704,Europe
Croatia,2010,male,75+ years,99,114205,86.68622214,Europe
Croatia,2011,female,15-24 years,8,258495,3.094837424,Europe
Croatia,2011,female,25-34 years,11,304202,3.616018304,Europe
Croatia,2011,female,35-54 years,52,621895,8.361540131,Europe
Croatia,2011,female,5-14 years,0,217835,0,Europe
Croatia,2011,female,55-74 years,68,545430,12.46722769,Europe
Croatia,2011,female,75+ years,43,225925,19.03286489,Europe
Croatia,2011,male,15-24 years,24,269755,8.896962058,Europe
Croatia,2011,male,25-34 years,63,314331,20.04256659,Europe
Croatia,2011,male,35-54 years,148,616577,24.00349024,Europe
Croatia,2011,male,5-14 years,2,229413,0.871790178,Europe
Croatia,2011,male,55-74 years,188,467142,40.24472216,Europe
Croatia,2011,male,75+ years,95,118029,80.48869346,Europe
Croatia,2012,female,15-24 years,5,245431,2.03723246,Europe
Croatia,2012,female,25-34 years,13,283419,4.586848447,Europe
Croatia,2012,female,35-54 years,42,594104,7.069469319,Europe
Croatia,2012,female,5-14 years,1,207818,0.481190272,Europe
Croatia,2012,female,55-74 years,73,541956,13.46972817,Europe
Croatia,2012,female,75+ years,46,232222,19.8086314,Europe
Croatia,2012,male,15-24 years,35,256849,13.62668338,Europe
Croatia,2012,male,25-34 years,51,294314,17.32843154,Europe
Croatia,2012,male,35-54 years,201,591018,34.00911647,Europe
Croatia,2012,male,5-14 years,3,219008,1.369812975,Europe
Croatia,2012,male,55-74 years,207,465550,44.46353775,Europe
Croatia,2012,male,75+ years,99,122607,80.74579755,Europe
Croatia,2013,female,15-24 years,6,243263,2.466466335,Europe
Croatia,2013,female,25-34 years,9,281138,3.201274819,Europe
Croatia,2013,female,35-54 years,48,589432,8.143433,Europe
Croatia,2013,female,5-14 years,0,204491,0,Europe
Croatia,2013,female,55-74 years,48,544041,8.822864453,Europe
Croatia,2013,female,75+ years,35,237107,14.76126812,Europe
Croatia,2013,male,15-24 years,41,254643,16.10097273,Europe
Croatia,2013,male,25-34 years,59,291832,20.21711121,Europe
Croatia,2013,male,35-54 years,186,587482,31.66054449,Europe
Croatia,2013,male,5-14 years,1,215702,0.463602563,Europe
Croatia,2013,male,55-74 years,174,469173,37.08653311,Europe
Croatia,2013,male,75+ years,85,126153,67.37850071,Europe
Croatia,2014,female,15-24 years,12,240071,4.998521271,Europe
Croatia,2014,female,25-34 years,11,277195,3.968325547,Europe
Croatia,2014,female,35-54 years,49,583896,8.391905408,Europe
Croatia,2014,female,5-14 years,1,202723,0.493283939,Europe
Croatia,2014,female,55-74 years,71,547211,12.97488537,Europe
Croatia,2014,female,75+ years,42,240853,17.43802236,Europe
Croatia,2014,male,15-24 years,37,251460,14.71406983,Europe
Croatia,2014,male,25-34 years,42,287190,14.62446464,Europe
Croatia,2014,male,35-54 years,167,582938,28.64798658,Europe
Croatia,2014,male,5-14 years,0,213874,0,Europe
Croatia,2014,male,55-74 years,193,473836,40.7313923,Europe
Croatia,2014,male,75+ years,97,129205,75.07449402,Europe
Croatia,2015,female,15-24 years,6,236301,2.539134409,Europe
Croatia,2015,female,25-34 years,7,271005,2.582978174,Europe
Croatia,2015,female,35-54 years,51,576262,8.850141082,Europe
Croatia,2015,female,5-14 years,2,201507,0.992521352,Europe
Croatia,2015,female,55-74 years,75,548940,13.66269538,Europe
Croatia,2015,female,75+ years,56,243369,23.01032588,Europe
Croatia,2015,male,15-24 years,34,247562,13.73393332,Europe
Croatia,2015,male,25-34 years,41,280212,14.6317788,Europe
Croatia,2015,male,35-54 years,155,575410,26.93731426,Europe
Croatia,2015,male,5-14 years,1,212625,0.470311581,Europe
Croatia,2015,male,55-74 years,207,476580,43.4344706,Europe
Croatia,2015,male,75+ years,104,131896,78.85000303,Europe
Croatia,2016,female,15-24 years,6,231038,2.596975389,Europe
Croatia,2016,female,25-34 years,6,265327,2.26136051,Europe
Croatia,2016,female,35-54 years,47,570380,8.240120621,Europe
Croatia,2016,female,5-14 years,0,200036,0,Europe
Croatia,2016,female,55-74 years,69,551758,12.50548248,Europe
Croatia,2016,female,75+ years,40,246002,16.26003041,Europe
Croatia,2016,male,15-24 years,30,242287,12.38200977,Europe
Croatia,2016,male,25-34 years,48,274466,17.48850495,Europe
Croatia,2016,male,35-54 years,146,571003,25.56904254,Europe
Croatia,2016,male,5-14 years,0,211104,0,Europe
Croatia,2016,male,55-74 years,187,480263,38.9369991,Europe
Croatia,2016,male,75+ years,104,134519,77.31249861,Europe
Cuba,1992,female,15-24 years,231,1040500,22.20086497,Central America
Cuba,1992,female,25-34 years,183,989700,18.49045165,Central America
Cuba,1992,female,35-54 years,256,1278000,20.0312989,Central America
Cuba,1992,female,5-14 years,16,765100,2.091229905,Central America
Cuba,1992,female,55-74 years,210,669000,31.39013453,Central America
Cuba,1992,female,75+ years,70,202100,34.63631865,Central America
Cuba,1992,male,15-24 years,164,1085500,15.10824505,Central America
Cuba,1992,male,25-34 years,214,995700,21.49241739,Central America
Cuba,1992,male,35-54 years,376,1246800,30.15720244,Central America
Cuba,1992,male,5-14 years,5,802100,0.62336367,Central America
Cuba,1992,male,55-74 years,347,652400,53.18822808,Central America
Cuba,1992,male,75+ years,227,188700,120.2967674,Central America
Cuba,1993,female,15-24 years,178,997100,17.85177013,Central America
Cuba,1993,female,25-34 years,179,1030700,17.36683807,Central America
Cuba,1993,female,35-54 years,254,1289600,19.69602978,Central America
Cuba,1993,female,5-14 years,7,779200,0.89835729,Central America
Cuba,1993,female,55-74 years,262,685000,38.24817518,Central America
Cuba,1993,female,75+ years,84,208800,40.22988506,Central America
Cuba,1993,male,15-24 years,152,1039900,14.61679008,Central America
Cuba,1993,male,25-34 years,245,1042700,23.49669128,Central America
Cuba,1993,male,35-54 years,371,1255300,29.55468812,Central America
Cuba,1993,male,5-14 years,3,817000,0.367197062,Central America
Cuba,1993,male,55-74 years,382,666000,57.35735736,Central America
Cuba,1993,male,75+ years,257,192900,133.2296527,Central America
Cuba,1994,female,15-24 years,152,951400,15.97645575,Central America
Cuba,1994,female,25-34 years,156,1065200,14.64513706,Central America
Cuba,1994,female,35-54 years,235,1305600,17.99938725,Central America
Cuba,1994,female,5-14 years,4,794500,0.503461296,Central America
Cuba,1994,female,55-74 years,229,702600,32.59322516,Central America
Cuba,1994,female,75+ years,61,214900,28.38529549,Central America
Cuba,1994,male,15-24 years,142,991900,14.31595927,Central America
Cuba,1994,male,25-34 years,252,1083200,23.26440177,Central America
Cuba,1994,male,35-54 years,399,1269100,31.43960287,Central America
Cuba,1994,male,5-14 years,1,833200,0.120019203,Central America
Cuba,1994,male,55-74 years,401,681200,58.86670581,Central America
Cuba,1994,male,75+ years,246,196500,125.1908397,Central America
Cuba,1995,female,15-24 years,162,906300,17.87487587,Central America
Cuba,1995,female,25-34 years,161,1090200,14.76793249,Central America
Cuba,1995,female,35-54 years,241,1330000,18.12030075,Central America
Cuba,1995,female,5-14 years,10,806800,1.239464551,Central America
Cuba,1995,female,55-74 years,171,722000,23.68421053,Central America
Cuba,1995,female,75+ years,68,219900,30.92314688,Central America
Cuba,1995,male,15-24 years,138,944700,14.607812,Central America
Cuba,1995,male,25-34 years,276,1113600,24.78448276,Central America
Cuba,1995,male,35-54 years,374,1291700,28.95409151,Central America
Cuba,1995,male,5-14 years,1,846300,0.118161408,Central America
Cuba,1995,male,55-74 years,372,697500,53.33333333,Central America
Cuba,1995,male,75+ years,248,199400,124.3731194,Central America
Cuba,1996,female,15-24 years,113,862100,13.10752813,Central America
Cuba,1996,female,25-34 years,121,1105100,10.94923536,Central America
Cuba,1996,female,35-54 years,201,1364200,14.73390998,Central America
Cuba,1996,female,5-14 years,7,815000,0.858895706,Central America
Cuba,1996,female,55-74 years,157,743000,21.13055182,Central America
Cuba,1996,female,75+ years,61,223800,27.256479,Central America
Cuba,1996,male,15-24 years,128,899000,14.23804227,Central America
Cuba,1996,male,25-34 years,249,1133100,21.97511252,Central America
Cuba,1996,male,35-54 years,403,1324700,30.42198234,Central America
Cuba,1996,male,5-14 years,2,855100,0.233890773,Central America
Cuba,1996,male,55-74 years,344,715100,48.10516012,Central America
Cuba,1996,male,75+ years,228,201400,113.2075472,Central America
Cuba,1997,female,15-24 years,72,814728,8.837305211,Central America
Cuba,1997,female,25-34 years,107,1109991,9.6397178,Central America
Cuba,1997,female,35-54 years,216,1349406,16.0070431,Central America
Cuba,1997,female,5-14 years,6,829500,0.723327306,Central America
Cuba,1997,female,55-74 years,162,754121,21.48196377,Central America
Cuba,1997,female,75+ years,65,252298,25.76318481,Central America
Cuba,1997,male,15-24 years,111,842786,13.17060321,Central America
Cuba,1997,male,25-34 years,246,1140753,21.56470331,Central America
Cuba,1997,male,35-54 years,446,1376101,32.41041174,Central America
Cuba,1997,male,5-14 years,5,868234,0.575881617,Central America
Cuba,1997,male,55-74 years,353,719479,49.06328051,Central America
Cuba,1997,male,75+ years,240,203095,118.1712991,Central America
Cuba,1998,female,15-24 years,86,776306,11.0781058,Central America
Cuba,1998,female,25-34 years,108,1101108,9.808302183,Central America
Cuba,1998,female,35-54 years,215,1403788,15.31570294,Central America
Cuba,1998,female,5-14 years,2,831009,0.24067128,Central America
Cuba,1998,female,55-74 years,172,769230,22.36002236,Central America
Cuba,1998,female,75+ years,72,256481,28.07225486,Central America
Cuba,1998,male,15-24 years,104,800764,12.98759685,Central America
Cuba,1998,male,25-34 years,232,1130866,20.51525114,Central America
Cuba,1998,male,35-54 years,413,1427872,28.92416127,Central America
Cuba,1998,male,5-14 years,4,870438,0.459538761,Central America
Cuba,1998,male,55-74 years,395,735235,53.72431944,Central America
Cuba,1998,male,75+ years,253,204881,123.4863164,Central America
Cuba,1999,female,15-24 years,64,747370,8.56336219,Central America
Cuba,1999,female,25-34 years,92,1083689,8.489520517,Central America
Cuba,1999,female,35-54 years,182,1459750,12.46788834,Central America
Cuba,1999,female,5-14 years,5,826609,0.604880905,Central America
Cuba,1999,female,55-74 years,182,784857,23.1889376,Central America
Cuba,1999,female,75+ years,59,260459,22.65231764,Central America
Cuba,1999,male,15-24 years,109,769092,14.17255673,Central America
Cuba,1999,male,25-34 years,267,1112441,24.00127288,Central America
Cuba,1999,male,35-54 years,495,1481391,33.41454079,Central America
Cuba,1999,male,5-14 years,4,866400,0.461680517,Central America
Cuba,1999,male,55-74 years,365,751707,48.55615286,Central America
Cuba,1999,male,75+ years,226,206274,109.5630084,Central America
Cuba,2000,female,15-24 years,51,730939,6.977326425,Central America
Cuba,2000,female,25-34 years,104,1059128,9.8193986,Central America
Cuba,2000,female,35-54 years,175,1514492,11.55502967,Central America
Cuba,2000,female,5-14 years,3,818774,0.366401473,Central America
Cuba,2000,female,55-74 years,147,801109,18.34956292,Central America
Cuba,2000,female,75+ years,55,264516,20.79269307,Central America
Cuba,2000,male,15-24 years,104,751198,13.8445523,Central America
Cuba,2000,male,25-34 years,248,1087049,22.81405898,Central America
Cuba,2000,male,35-54 years,432,1534285,28.15643769,Central America
Cuba,2000,male,5-14 years,4,859008,0.465653405,Central America
Cuba,2000,male,55-74 years,318,769143,41.34471743,Central America
Cuba,2000,male,75+ years,204,207568,98.28104525,Central America
Cuba,2001,female,15-24 years,48,725348,6.617513249,Central America
Cuba,2001,female,25-34 years,74,1027578,7.201399796,Central America
Cuba,2001,female,35-54 years,147,1566463,9.384198669,Central America
Cuba,2001,female,5-14 years,3,804241,0.373022514,Central America
Cuba,2001,female,55-74 years,133,814327,16.33250525,Central America
Cuba,2001,female,75+ years,44,270115,16.28935824,Central America
Cuba,2001,male,15-24 years,76,746107,10.18620654,Central America
Cuba,2001,male,25-34 years,212,1054015,20.11356575,Central America
Cuba,2001,male,35-54 years,385,1583873,24.30750445,Central America
Cuba,2001,male,5-14 years,5,846361,0.590764461,Central America
Cuba,2001,male,55-74 years,333,783077,42.52455378,Central America
Cuba,2001,male,75+ years,192,211923,90.59894396,Central America
Cuba,2002,female,15-24 years,29,732476,3.959174089,Central America
Cuba,2002,female,25-34 years,84,989884,8.485842786,Central America
Cuba,2002,female,35-54 years,160,1617731,9.890395869,Central America
Cuba,2002,female,5-14 years,3,787170,0.381112085,Central America
Cuba,2002,female,55-74 years,120,828394,14.48586059,Central America
Cuba,2002,female,75+ years,63,275561,22.86245151,Central America
Cuba,2002,male,15-24 years,68,754841,9.008519675,Central America
Cuba,2002,male,25-34 years,189,1015237,18.61634278,Central America
Cuba,2002,male,35-54 years,400,1633177,24.49214017,Central America
Cuba,2002,male,5-14 years,1,830862,0.120356931,Central America
Cuba,2002,male,55-74 years,291,798053,36.46374364,Central America
Cuba,2002,male,75+ years,198,216029,91.65436122,Central America
Cuba,2003,female,15-24 years,31,747567,4.146785506,Central America
Cuba,2003,female,25-34 years,43,947698,4.537310409,Central America
Cuba,2003,female,35-54 years,132,1667152,7.917694367,Central America
Cuba,2003,female,5-14 years,1,769416,0.129968704,Central America
Cuba,2003,female,55-74 years,121,843896,14.33825969,Central America
Cuba,2003,female,75+ years,45,280928,16.01833922,Central America
Cuba,2003,male,15-24 years,61,772368,7.897789655,Central America
Cuba,2003,male,25-34 years,174,972263,17.89639223,Central America
Cuba,2003,male,35-54 years,404,1681089,24.03204114,Central America
Cuba,2003,male,5-14 years,4,814251,0.491249013,Central America
Cuba,2003,male,55-74 years,289,814547,35.4798434,Central America
Cuba,2003,male,75+ years,194,219899,88.22232025,Central America
Cuba,2004,female,15-24 years,23,762761,3.015361299,Central America
Cuba,2004,female,25-34 years,44,903292,4.871071591,Central America
Cuba,2004,female,35-54 years,135,1713275,7.879645708,Central America
Cuba,2004,female,5-14 years,2,753010,0.265600722,Central America
Cuba,2004,female,55-74 years,127,861682,14.73861587,Central America
Cuba,2004,female,75+ years,40,286074,13.98239616,Central America
Cuba,2004,male,15-24 years,61,790502,7.716615518,Central America
Cuba,2004,male,25-34 years,149,927154,16.07068513,Central America
Cuba,2004,male,35-54 years,416,1726038,24.10143925,Central America
Cuba,2004,male,5-14 years,5,798394,0.626257211,Central America
Cuba,2004,male,55-74 years,326,833139,39.12912491,Central America
Cuba,2004,male,75+ years,187,223380,83.71385084,Central America
Cuba,2005,female,15-24 years,36,772943,4.657523259,Central America
Cuba,2005,female,25-34 years,34,858988,3.958146098,Central America
Cuba,2005,female,35-54 years,114,1755272,6.494719907,Central America
Cuba,2005,female,5-14 years,3,738427,0.406269002,Central America
Cuba,2005,female,55-74 years,117,882355,13.25996906,Central America
Cuba,2005,female,75+ years,47,291039,16.14903845,Central America
Cuba,2005,male,15-24 years,56,803964,6.965486017,Central America
Cuba,2005,male,25-34 years,136,882091,15.4179104,Central America
Cuba,2005,male,35-54 years,387,1767040,21.90103223,Central America
Cuba,2005,male,5-14 years,7,783620,0.893290115,Central America
Cuba,2005,male,55-74 years,269,854212,31.4910116,Central America
Cuba,2005,male,75+ years,191,226455,84.3434678,Central America
Cuba,2006,female,15-24 years,17,781124,2.176351002,Central America
Cuba,2006,female,25-34 years,27,816467,3.30693096,Central America
Cuba,2006,female,35-54 years,98,1794025,5.462577166,Central America
Cuba,2006,female,5-14 years,1,722349,0.138437237,Central America
Cuba,2006,female,55-74 years,91,903899,10.06749648,Central America
Cuba,2006,female,75+ years,39,301101,12.95246446,Central America
Cuba,2006,male,15-24 years,52,815065,6.379859275,Central America
Cuba,2006,male,25-34 years,138,838869,16.45072115,Central America
Cuba,2006,male,35-54 years,388,1804028,21.50742671,Central America
Cuba,2006,male,5-14 years,2,767105,0.260720501,Central America
Cuba,2006,male,55-74 years,318,875342,36.32865783,Central America
Cuba,2006,male,75+ years,205,234264,87.50811051,Central America
Cuba,2007,female,15-24 years,15,784753,1.911429456,Central America
Cuba,2007,female,25-34 years,22,774006,2.842355227,Central America
Cuba,2007,female,35-54 years,93,1827402,5.089192197,Central America
Cuba,2007,female,5-14 years,0,706661,0,Central America
Cuba,2007,female,55-74 years,87,929079,9.364112201,Central America
Cuba,2007,female,75+ years,49,310509,15.78054098,Central America
Cuba,2007,male,15-24 years,49,821914,5.961694289,Central America
Cuba,2007,male,25-34 years,105,795644,13.19685689,Central America
Cuba,2007,male,35-54 years,370,1836069,20.15174811,Central America
Cuba,2007,male,5-14 years,2,750899,0.266347405,Central America
Cuba,2007,male,55-74 years,329,899694,36.56798867,Central America
Cuba,2007,male,75+ years,186,241393,77.05277286,Central America
Cuba,2008,female,15-24 years,24,783884,3.061677493,Central America
Cuba,2008,female,25-34 years,18,735356,2.447793994,Central America
Cuba,2008,female,35-54 years,99,1855207,5.336331741,Central America
Cuba,2008,female,5-14 years,2,691240,0.289335108,Central America
Cuba,2008,female,55-74 years,130,956092,13.59701786,Central America
Cuba,2008,female,75+ years,37,319741,11.57186598,Central America
Cuba,2008,male,15-24 years,51,824271,6.187285492,Central America
Cuba,2008,male,25-34 years,89,756363,11.76683682,Central America
Cuba,2008,male,35-54 years,407,1862869,21.84802045,Central America
Cuba,2008,male,5-14 years,1,734932,0.13606701,Central America
Cuba,2008,male,55-74 years,320,925603,34.57205735,Central America
Cuba,2008,male,75+ years,199,248256,80.15919051,Central America
Cuba,2009,female,15-24 years,12,779355,1.539734781,Central America
Cuba,2009,female,25-34 years,23,705886,3.258316499,Central America
Cuba,2009,female,35-54 years,123,1877452,6.551432473,Central America
Cuba,2009,female,5-14 years,3,675592,0.444054992,Central America
Cuba,2009,female,55-74 years,131,982121,13.33847866,Central America
Cuba,2009,female,75+ years,44,329543,13.35182359,Central America
Cuba,2009,male,15-24 years,62,822661,7.536518688,Central America
Cuba,2009,male,25-34 years,122,726718,16.7878049,Central America
Cuba,2009,male,35-54 years,428,1884290,22.71412574,Central America
Cuba,2009,male,5-14 years,1,718727,0.139134887,Central America
Cuba,2009,male,55-74 years,318,950445,33.45801177,Central America
